Country Name,Indicator Name,Year Of Birth,Value
Sub-Saharan Africa (excluding high income),Parents rate,2007,5.421216813
Sub-Saharan Africa (excluding high income),Imports of goods and services,2007,34.66649482
Sub-Saharan Africa (excluding high income),"Industry, value added",2007,31.14399321
Sub-Saharan Africa (excluding high income),Customers local visits (per year),2007,54.176543
Sub-Saharan Africa (excluding high income),Customers density,2007,34.09217231
Sub-Saharan Africa (excluding high income),"Services, etc., value added",2007,48.87498339
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1962,
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1962,
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1962,21.52361511
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1962,6.641728829
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1962,20.41027344
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1962,
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1962,41.04943726
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1962,10.13060289
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1962,
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1967,
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1967,41.66666412
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1967,20.5521946
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1967,6.681839304
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1967,23.23739985
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1967,
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1967,43.07006436
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1967,11.45786674
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1967,
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1972,
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1972,44.43720193
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1972,20.96804141
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1972,6.764399068
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1972,21.7167606
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1972,
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1972,45.11615973
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1972,13.04647998
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1972,
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1977,
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1977,43.71589922
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1977,26.63588799
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1977,6.793917447
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1977,26.76520565
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1977,
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1977,47.11227899
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1977,14.95990163
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1977,
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1982,24.57632643
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1982,52.4593227
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1982,23.17865592
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1982,6.717455488
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1982,28.98241077
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1982,32.00774015
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1982,48.7781214
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1982,17.23166242
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1982,43.41601981
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1987,24.21928825
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1987,58.48878127
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1987,28.52116961
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1987,6.535189012
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1987,25.61140185
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1987,33.13912492
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1987,49.80952852
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1987,19.85265705
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1987,43.77778891
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1992,22.70804159
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1992,68.61453773
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1992,28.59979269
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1992,6.232512869
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1992,28.23537187
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1992,34.75161537
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1992,49.9068723
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1992,22.85242752
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1992,42.82869309
Sub-Saharan Africa (IDA & IBRD countries),New products value added,1997,23.72279777
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,1997,69.71311111
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,1997,32.49297918
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,1997,5.942039057
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,1997,34.00246999
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",1997,32.87096388
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),1997,49.96808404
Sub-Saharan Africa (IDA & IBRD countries),Customers density,1997,26.17379519
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",1997,43.40623829
Sub-Saharan Africa (IDA & IBRD countries),New products value added,2002,25.54676457
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,2002,65.52100667
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,2002,34.26126719
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,2002,5.696190824
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,2002,32.9735594
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",2002,28.56643675
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),2002,51.00385524
Sub-Saharan Africa (IDA & IBRD countries),Customers density,2002,29.82596659
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",2002,45.75841276
Sub-Saharan Africa (IDA & IBRD countries),New products value added,2007,19.94352103
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided,2007,74.1359118
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services,2007,35.11368505
Sub-Saharan Africa (IDA & IBRD countries),Parents rate,2007,5.420808056
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services,2007,34.71513666
Sub-Saharan Africa (IDA & IBRD countries),"Industry, value added",2007,31.13058763
Sub-Saharan Africa (IDA & IBRD countries),Customers local visits (per year),2007,54.17855182
Sub-Saharan Africa (IDA & IBRD countries),Customers density,2007,34.09510873
Sub-Saharan Africa (IDA & IBRD countries),"Services, etc., value added",2007,48.89196319
Sudan,New products value added,1962,55.03339695
Sudan,Domestic credit provided,1962,3.952432432
Sudan,Exports of goods and services,1962,14.61621622
Sudan,Parents rate,1962,6.737
Sudan,Imports of goods and services,1962,15.04864865
Sudan,"Industry, value added",1962,12.85782443
Sudan,Customers local visits (per year),1962,49.02746341
Sudan,Customers density,1962,4.651425505
Sudan,"Services, etc., value added",1962,42.4379771
Sudan,New products value added,1967,38.36774828
Sudan,Domestic credit provided,1967,19.4371985
Sudan,Exports of goods and services,1967,15.11524031
Sudan,Parents rate,1967,6.85
Sudan,Imports of goods and services,1967,15.54404145
Sudan,"Industry, value added",1967,16.20452311
Sudan,Customers local visits (per year),1967,51.05785366
Sudan,Customers density,1967,5.348189815
Sudan,"Services, etc., value added",1967,45.42772861
Sudan,New products value added,1972,44.16169649
Sudan,Domestic credit provided,1972,28.48253528
Sudan,Exports of goods and services,1972,16.01896831
Sudan,Parents rate,1972,6.91
Sudan,Imports of goods and services,1972,16.66666667
Sudan,"Industry, value added",1972,13.51888668
Sudan,Customers local visits (per year),1972,52.88753659
Sudan,Customers density,1972,6.204436869
Sudan,"Services, etc., value added",1972,42.33267064
Sudan,New products value added,1977,39.88930364
Sudan,Domestic credit provided,1977,36.61113664
Sudan,Exports of goods and services,1977,9.375
Sudan,Parents rate,1977,6.919
Sudan,Imports of goods and services,1977,16.6283701
Sudan,"Industry, value added",1977,12.36538379
Sudan,Customers local visits (per year),1977,53.93258537
Sudan,Customers density,1977,7.275916246
Sudan,"Services, etc., value added",1977,47.74531257
Sudan,New products value added,1982,36.90325938
Sudan,Domestic credit provided,1982,33.19569307
Sudan,Exports of goods and services,1982,9.935064935
Sudan,Parents rate,1982,6.674
Sudan,Imports of goods and services,1982,24.41798942
Sudan,"Industry, value added",1982,14.64706265
Sudan,Customers local visits (per year),1982,54.42478049
Sudan,Customers density,1982,8.618501684
Sudan,"Services, etc., value added",1982,48.45097912
Sudan,New products value added,1987,32.8136534
Sudan,Domestic credit provided,1987,31.07524807
Sudan,Exports of goods and services,1987,5.522326351
Sudan,Parents rate,1987,6.338
Sudan,Imports of goods and services,1987,11.13423374
Sudan,"Industry, value added",1987,16.3094046
Sudan,Customers local visits (per year),1987,55.03936585
Sudan,Customers density,1987,10.01290152
Sudan,"Services, etc., value added",1987,50.876942
Sudan,New products value added,1992,40.26932068
Sudan,Domestic credit provided,1992,-4.871025042
Sudan,Exports of goods and services,1992,5.246076309
Sudan,Parents rate,1992,6.028
Sudan,Imports of goods and services,1992,14.42420669
Sudan,"Industry, value added",1992,12.21702724
Sudan,Customers local visits (per year),1992,55.87958537
Sudan,Customers density,1992,11.53785143
Sudan,"Services, etc., value added",1992,47.51365208
Sudan,New products value added,1997,46.80177846
Sudan,Domestic credit provided,1997,5.382100487
Sudan,Exports of goods and services,1997,5.343629903
Sudan,Parents rate,1997,5.672
Sudan,Imports of goods and services,1997,12.51498334
Sudan,"Industry, value added",1997,14.5794432
Sudan,Customers local visits (per year),1997,57.05587805
Sudan,Customers density,1997,13.44952652
Sudan,"Services, etc., value added",1997,38.61877778
Sudan,New products value added,2002,41.88590733
Sudan,Domestic credit provided,2002,10.40657039
Sudan,Exports of goods and services,2002,13.97899931
Sudan,Parents rate,2002,5.287
Sudan,Imports of goods and services,2002,17.41739011
Sudan,"Industry, value added",2002,20.51194227
Sudan,Customers local visits (per year),2002,58.67556098
Sudan,Customers density,2002,15.4895686
Sudan,"Services, etc., value added",2002,37.60215041
